,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
775,662,Fletchinder,6,Normal,Ember Pokémon,2,Fire, Flying,0.7112,16.012580000000003,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120.0,70.0,134.0,Medium Slow,1,Flying,,50.0,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
776,663,Talonflame,6,Normal,Scorching Pokémon,2,Fire, Flying,1.1938,24.52054,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45.0,70.0,175.0,Medium Slow,1,Flying,,50.0,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
777,664,Scatterbug,6,Normal,Scatterdust Pokémon,1,Bug,,0.3048,2.50154,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255.0,70.0,40.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
778,665,Spewpa,6,Normal,Scatterdust Pokémon,1,Bug,,0.3048,8.40808,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120.0,70.0,75.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
779,666,Vivillon,6,Normal,Scale Pokémon,2,Bug, Flying,1.1938,17.015919999999998,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45.0,70.0,185.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
780,667,Litleo,6,Normal,Lion Cub Pokémon,2,Fire, Normal,0.6096,13.511040000000001,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220.0,70.0,74.0,Medium Slow,1,Field,,25.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
781,668,Pyroar,6,Normal,Royal Pokémon,2,Fire, Normal,1.4986000000000002,81.57472,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65.0,70.0,177.0,Medium Slow,1,Field,,25.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
782,669,Flabébé,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1016,0.09988000000000001,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225.0,70.0,61.0,Medium Fast,1,Fairy,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
783,670,Floette,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2032,0.89892,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120.0,70.0,130.0,Medium Fast,1,Fairy,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
784,671,Florges,6,Normal,Garden Pokémon,1,Fairy,,1.0922,10.0107,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45.0,70.0,248.0,Medium Fast,1,Fairy,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
785,672,Skiddo,6,Normal,Mount Pokémon,1,Grass,,0.889,31.026360000000004,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200.0,70.0,70.0,Medium Fast,1,Field,,50.0,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
786,673,Gogoat,6,Normal,Mount Pokémon,1,Grass,,1.7018,91.08148,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45.0,70.0,186.0,Medium Fast,1,Field,,50.0,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
787,674,Pancham,6,Normal,Playful Pokémon,1,Fighting,,0.6096,8.008560000000001,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220.0,70.0,70.0,Medium Fast,2,Field, Human-Like,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
788,675,Pangoro,6,Normal,Daunting Pokémon,2,Fighting, Dark,2.1082,136.12282,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65.0,70.0,173.0,Medium Fast,2,Field, Human-Like,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
789,676,Furfrou,6,Normal,Poodle Pokémon,1,Normal,,1.1938,28.02542,1,Fur Coat,,,472,75,80,60,65,90,102,160.0,70.0,165.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
790,677,Espurr,6,Normal,Restraint Pokémon,1,Psychic,,0.3048,3.50488,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190.0,70.0,71.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
791,678,Meowstic Male,6,Normal,Constraint Pokémon,1,Psychic,,0.6096,8.507959999999999,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
792,678,Meowstic Female,6,Normal,Constraint Pokémon,1,Psychic,,0.6096,8.507959999999999,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
793,679,Honedge,6,Normal,Sword Pokémon,2,Steel, Ghost,0.7874,2.0021400000000003,1,No Guard,,,325,45,80,100,35,37,28,180.0,70.0,65.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
794,680,Doublade,6,Normal,Sword Pokémon,2,Steel, Ghost,0.7874,4.50368,1,No Guard,,,448,59,110,150,45,49,35,90.0,70.0,157.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
795,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,2,Steel, Ghost,1.7018,53.04536,1,Stance Change,,,520,60,150,50,150,50,60,45.0,70.0,234.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
796,681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,2,Steel, Ghost,1.7018,53.04536,1,Stance Change,,,520,60,50,150,50,150,60,45.0,70.0,234.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
797,682,Spritzee,6,Normal,Perfume Pokémon,1,Fairy,,0.2032,0.49940000000000007,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200.0,70.0,68.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
798,683,Aromatisse,6,Normal,Fragrance Pokémon,1,Fairy,,0.7874,15.513180000000002,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140.0,70.0,162.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
799,684,Swirlix,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4064,3.50488,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200.0,70.0,68.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
800,685,Slurpuff,6,Normal,Meringue Pokémon,1,Fairy,,0.7874,5.00308,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140.0,70.0,168.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
801,686,Inkay,6,Normal,Revolving Pokémon,2,Dark, Psychic,0.4064,3.50488,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190.0,70.0,58.0,Medium Fast,2,Water 1, Water 2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
802,687,Malamar,6,Normal,Overturning Pokémon,2,Dark, Psychic,1.4986000000000002,47.04348,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80.0,70.0,169.0,Medium Fast,2,Water 1, Water 2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
803,688,Binacle,6,Normal,Two-Handed Pokémon,2,Rock, Water,0.508,31.026360000000004,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120.0,70.0,61.0,Medium Fast,1,Water 3,,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804,689,Barbaracle,6,Normal,Collective Pokémon,2,Rock, Water,1.2954,96.08456,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45.0,70.0,175.0,Medium Fast,1,Water 3,,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805,690,Skrelp,6,Normal,Mock Kelp Pokémon,2,Poison, Water,0.508,7.304860000000001,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225.0,70.0,64.0,Medium Fast,2,Dragon, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
806,691,Dragalge,6,Normal,Mock Kelp Pokémon,2,Poison, Dragon,1.8034,81.57472,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55.0,70.0,173.0,Medium Fast,2,Dragon, Water 1,50.0,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
807,692,Clauncher,6,Normal,Water Gun Pokémon,1,Water,,0.508,8.308200000000001,1,Mega Launcher,,,330,50,53,62,58,63,44,225.0,70.0,66.0,Slow,2,Water 1, Water 3,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
808,693,Clawitzer,6,Normal,Howitzer Pokémon,1,Water,,1.2954,35.330279999999995,1,Mega Launcher,,,500,71,73,88,120,89,59,55.0,70.0,100.0,Slow,2,Water 1, Water 3,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
809,694,Helioptile,6,Normal,Generator Pokémon,2,Electric, Normal,0.508,6.00642,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190.0,70.0,58.0,Medium Fast,2,Dragon, Monster,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
810,695,Heliolisk,6,Normal,Generator Pokémon,2,Electric, Normal,0.9906000000000001,21.0202,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75.0,70.0,168.0,Medium Fast,2,Dragon, Monster,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
811,696,Tyrunt,6,Normal,Royal Heir Pokémon,2,Rock, Dragon,0.7874,26.02328,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45.0,70.0,72.0,Medium Fast,2,Dragon, Monster,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
812,697,Tyrantrum,6,Normal,Despot Pokémon,2,Rock, Dragon,2.4892000000000003,270.2435,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45.0,70.0,182.0,Medium Fast,2,Dragon, Monster,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
813,698,Amaura,6,Normal,Tundra Pokémon,2,Rock, Ice,1.2954,25.22424,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45.0,70.0,72.0,Medium Fast,1,Monster,,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
814,699,Aurorus,6,Normal,Tundra Pokémon,2,Rock, Ice,2.6924,225.20216000000002,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45.0,70.0,104.0,Medium Fast,1,Monster,,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
815,700,Sylveon,6,Normal,Intertwining Pokémon,1,Fairy,,0.9906000000000001,23.52174,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
816,701,Hawlucha,6,Normal,Wrestling Pokémon,2,Fighting, Flying,0.7874,21.5196,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100.0,70.0,175.0,Medium Fast,2,Flying, Human-Like,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
817,702,Dedenne,6,Normal,Antenna Pokémon,2,Electric, Fairy,0.2032,2.2018999999999997,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180.0,70.0,151.0,Medium Fast,2,Fairy, Field,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
818,703,Carbink,6,Normal,Jewel Pokémon,2,Rock, Fairy,0.3048,5.70678,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60.0,70.0,100.0,Slow,2,Fairy, Mineral,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
819,704,Goomy,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3048,2.80118,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45.0,35.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
820,705,Sliggoo,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.7874,17.51532,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45.0,35.0,158.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
821,706,Goodra,6,Normal,Dragon Pokémon,1,Dragon,,2.0066,150.6372,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45.0,35.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
822,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel, Fairy,0.2032,3.0009400000000004,2,Prankster,,Magician,470,57,80,91,80,87,75,75.0,70.0,165.0,Fast,1,Mineral,,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
823,708,Phantump,6,Normal,Stump Pokémon,2,Ghost, Grass,0.4064,7.0052200000000004,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120.0,70.0,62.0,Medium Fast,2,Amorphous, Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,709,Trevenant,6,Normal,Elder Tree Pokémon,2,Ghost, Grass,1.4986000000000002,71.06462,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60.0,70.0,166.0,Medium Fast,2,Amorphous, Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,0.4064,5.00308,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,0.3048,3.50488,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
827,710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,0.508,7.504620000000001,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
828,710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,0.7874,15.01378,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
829,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,0.889,12.51224,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
830,711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,0.7112,9.506760000000002,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
831,711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,1.0922,14.010440000000001,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
832,711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,2,Ghost, Grass,1.7018,39.03492,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
833,712,Bergmite,6,Normal,Ice Chunk Pokémon,1,Ice,,0.9906000000000001,99.58944000000001,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190.0,70.0,61.0,Medium Fast,2,Mineral, Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
834,713,Avalugg,6,Normal,Iceberg Pokémon,1,Ice,,2.0066,505.45182,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55.0,70.0,180.0,Medium Fast,2,Mineral, Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
835,714,Noibat,6,Normal,Sound Wave Pokémon,2,Flying, Dragon,0.508,8.008560000000001,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190.0,70.0,49.0,Medium Fast,2,Dragon, Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
836,715,Noivern,6,Normal,Sound Wave Pokémon,2,Flying, Dragon,1.4986000000000002,85.07506,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45.0,70.0,187.0,Medium Fast,2,Dragon, Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
837,716,Xerneas,6,Legendary,Life Pokémon,1,Fairy,,2.9972000000000003,215.19146,1,Fairy Aura,,,680,126,131,95,131,98,99,45.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
838,717,Yveltal,6,Legendary,Destruction Pokémon,2,Dark, Flying,5.7912,203.18316000000002,1,Dark Aura,,,680,126,131,95,131,98,99,45.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
839,718,Zygarde 50% Forme,6,Legendary,Order Pokémon,2,Dragon, Ground,5.0038,305.27414,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3.0,0.0,270.0,Slow,0,Undiscovered,,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
840,718,Zygarde 10% Forme,6,Legendary,Order Pokémon,2,Dragon, Ground,1.1938,33.527899999999995,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3.0,0.0,219.0,Slow,0,Undiscovered,,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
841,718,Zygarde Complete Forme,6,Legendary,Order Pokémon,2,Dragon, Ground,4.4958,610.54828,1,Power Construct,,,708,216,100,121,91,95,85,3.0,0.0,319.0,Slow,0,Undiscovered,,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
842,719,Diancie,6,Mythical,Jewel Pokémon,2,Rock, Fairy,0.7112,8.807599999999999,1,Clear Body,,,600,50,100,150,100,150,50,3.0,70.0,270.0,Slow,0,Undiscovered,,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
843,719,Mega Diancie,6,Mythical,Jewel Pokémon,2,Rock, Fairy,1.0922,27.82566,1,Magic Bounce,,,700,50,160,110,160,110,110,3.0,70.0,315.0,Slow,0,Undiscovered,,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
844,720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,2,Psychic, Ghost,0.508,9.00736,1,Magician,,,600,80,110,60,150,130,70,3.0,100.0,270.0,Slow,0,Undiscovered,,,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
845,720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,2,Psychic, Dark,6.502400000000001,490.43804,1,Magician,,,680,80,160,60,170,130,80,3.0,100.0,306.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
846,721,Volcanion,6,Mythical,Steam Pokémon,2,Fire, Water,1.7018,195.1746,1,Water Absorb,,,600,80,110,120,130,90,70,3.0,100.0,270.0,Slow,0,Undiscovered,,,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
847,722,Rowlet,7,Normal,Grass Quill Pokémon,2,Grass, Flying,0.3048,1.50274,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45.0,70.0,64.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
